ringNumber,crackLength,crackWidth,radiusOfCurvature,segmentDislocation,settlementRate,convergenceDeformation,leakageRate,subjection1,subjection2,subjection3,subjection4,comprehensiveValue,comprehensiveLevel
63,2,2,2,2,2,1,1,0.41256266815503917,0.4460003077620547,0.14140369019426408,3.3333888642067356e-05,69.27730775458727,2
64,3,1,2,1,2,1,1,0.5722363028959676,0.2595233236758585,0.16820715732421826,3.321610395570581e-05,72.59906783409596,2
65,1,2,2,2,1,1,1,0.5815761285482587,0.34190838410724106,0.07648238183793377,3.310550656653346e-05,75.1256883924298,1
66,1,3,2,3,2,1,1,0.49319348284493536,0.23761175228863501,0.2691617738460299,3.2991020399753796e-05,68.09914317395264,2
67,3,3,2,1,2,1,1,0.46708222240968766,0.2052615464015241,0.24896085153378453,0.07869537965500376,64.0182652891474,2
68,2,2,2,3,2,1,1,0.4188933996786764,0.4413526437506048,0.13972117902826947,3.2777542449306666e-05,69.4776666391377,2
69,1,3,2,3,1,1,1,0.5567318079843249,0.22073381204955542,0.22250171212074873,3.266784537107296e-05,70.85411900432085,2
70,3,3,2,2,1,1,1,0.4512942168436582,0.21380654085979092,0.27367339592441237,0.061225846372138445,63.87922820437422,2
71,3,2,2,2,2,1,1,0.40832802550977104,0.3838848836535784,0.15459692374998452,0.05319016708666606,66.18376918966136,2
72,2,3,2,2,1,1,1,0.4852677908586117,0.2902156315128107,0.22448421931768509,3.2358310892536566e-05,69.01797137297854,2
73,3,3,2,1,1,1,1,0.5105492962972455,0.1776830101114109,0.3018592925661969,0.009908401025146564,67.22183004201888,2
74,3,3,2,1,1,1,1,0.49295209500005993,0.194444385755878,0.3125713615132626,3.215773079945921e-05,67.00791045062996,2
75,3,2,2,3,1,1,1,0.4720863590432018,0.2919815325100963,0.23590004642356452,3.2062023137392554e-05,68.40305471433406,2
76,3,1,2,1,1,1,1,0.6443662911475007,0.2504728855128884,0.10512886032156242,3.1963018048618486e-05,75.97933761974603,1
77,3,2,2,2,2,1,2,0.1282769369648093,0.6221330400011109,0.24955815290328304,3.187013079666222e-05,59.46637609499831,2
78,3,2,2,1,2,1,1,0.46063608193176253,0.31431438309856174,0.2250177609115986,3.177405807702673e-05,68.38886932260024,2
79,3,3,2,1,1,1,1,0.5164593397305326,0.20404367847856525,0.2794652978547604,3.168393614176762e-05,68.4232668500872,2
80,1,3,2,1,1,1,1,0.6200677150648706,0.18887719348051124,0.19102349631115328,3.159514346488397e-05,73.22452571166968,2
81,1,3,2,2,1,1,1,0.5691647016542685,0.28210467608557827,0.14869911893232354,3.150332782970023e-05,73.01006440165715,2
82,3,3,2,3,1,1,1,0.43570530600126633,0.23287451262385594,0.2752693421548553,0.056150839220022404,63.70335713515915,2
83,1,2,2,1,2,1,1,0.6362879502346603,0.30463896047507677,0.05904176109362733,3.132819663554206e-05,76.92958831869404,1
84,2,3,2,1,1,1,2,0.24739286843243385,0.4946088690446926,0.2579670178008777,3.1244721995794105e-05,62.234084029689114,2
85,1,3,2,1,1,1,1,0.5974726039821779,0.2343014965351698,0.1681947369697817,3.116251287056727e-05,73.23038854966639,2
86,3,3,2,2,1,1,1,0.4526680800945372,0.24938265954721792,0.2979181828162327,3.1077542012268795e-05,66.36719355485701,2
87,3,2,2,2,1,1,1,0.4539026990635554,0.3138714843373829,0.23001666275913904,0.0022091538399226494,67.98669321561428,2
88,3,3,2,3,1,1,2,0.16565734756706924,0.4059855271497156,0.38354119959335203,0.044815925689863104,54.81210741484977,2
89,2,2,2,3,2,1,1,0.4042434889734718,0.4105274917960414,0.18519818080038145,3.0838430105376226e-05,67.97459078282199,2
90,1,1,2,3,1,1,1,0.6563882605251146,0.2457549374588133,0.09782603952747283,3.076248859925103e-05,76.46251740051106,1
91,1,3,2,3,2,1,1,0.5238376003942897,0.23983402195613554,0.23629769361560074,3.068403397404294e-05,69.68696346776852,2
92,2,2,2,2,1,1,1,0.47570080567062545,0.4414502475615539,0.0828183362416672,3.061052615352558e-05,72.32053120941629,2
93,2,3,2,1,1,1,1,0.5283523034526842,0.2583892322255817,0.18222845437702823,0.03103000994470583,69.60159572965611,2
94,1,1,2,1,2,1,1,0.6823111260588026,0.2639606962391693,0.05369771422214207,3.0463479886030564e-05,78.21381212192222,1
95,2,2,2,1,1,1,2,0.289301033147572,0.5449445585874468,0.16572401476008503,3.0393504896108658e-05,65.58790578444237,2
96,3,3,2,2,2,1,1,0.3976910773660655,0.27497701285074005,0.291030027891703,0.0363018818914913,63.35143214228449,2
97,1,3,2,3,2,1,1,0.5140152277400933,0.23600724212677193,0.24088051529556598,0.009097014837568699,68.87351706923475,2
98,2,2,2,1,1,1,1,0.520133567095018,0.3928795296008434,0.08695671955201945,3.01837521192812e-05,73.32791200096901,2
99,3,2,2,3,2,1,1,0.42437984092084263,0.3441211704671746,0.23146887024694499,3.0118365037785774e-05,67.32126834859555,2
100,1,1,2,3,2,1,2,0.38933243325577466,0.47486219008915037,0.13577532577173962,3.0050883335347365e-05,68.83742514293411,2
