ringNumber,crackLength,crackWidth,radiusOfCurvature,segmentDislocation,settlementRate,convergenceDeformation,leakageRate,crackLengthScore,crackWidthScore,radiusOfCurvatureScore,segmentDislocationScore,settlementRateScore,convergenceDeformationScore,leakageRateScore,subjection1,subjection2,subjection3,subjection4,comprehensiveValue,comprehensiveLevel
652,1,1,1,1,1,1,2,70.34,79.99,87.49,82.48,78.33,85.4,62.5,0.37,0.51,0.1,0.0,69.2,2
653,1,1,1,1,1,1,2,80.48,77.75,87.49,72.3,82.04,83.48,62.5,0.38,0.51,0.1,0.0,69.59,2
654,1,1,1,1,1,1,1,72.93,79.25,87.49,81.59,80.56,83.63,84.37,0.77,0.16,0.05,0.0,80.46,1
655,1,2,1,2,1,1,1,74.62,69.94,87.49,57.09,80.32,82.62,84.37,0.54,0.35,0.1,0.0,73.41,2
656,1,1,1,1,2,1,1,74.11,80.28,87.49,80.64,62.93,85.39,84.37,0.69,0.24,0.06,0.0,78.34,1
657,1,1,1,1,1,1,1,81.26,79.83,87.49,80.54,80.9,69.43,84.37,0.78,0.16,0.05,0.0,80.62,1
658,1,2,1,1,1,1,2,78.05,68.05,87.49,79.55,78.08,84.65,62.5,0.34,0.55,0.1,0.0,68.32,2
659,1,1,1,1,1,1,1,80.48,74.49,87.49,79.31,82.4,84.99,84.37,0.77,0.17,0.04,0.0,80.75,1
660,1,1,1,2,1,1,2,80.56,79.34,87.49,66.45,72.55,79.86,62.5,0.36,0.53,0.1,0.0,68.85,2
661,1,2,1,2,2,1,1,81.08,65.59,87.49,57.09,67.6,83.9,84.37,0.47,0.41,0.1,0.0,71.66,2
662,1,1,1,2,2,1,1,79.9,79.11,87.49,57.05,54.09,85.21,84.37,0.51,0.33,0.14,0.0,71.76,2
663,1,1,1,1,1,1,1,70.88,78.22,87.49,72.3,81.13,81.82,84.37,0.71,0.21,0.06,0.0,78.55,1
664,1,1,1,1,1,1,1,73.97,79.39,87.49,80.2,79.48,84.86,84.37,0.78,0.16,0.05,0.0,80.67,1
665,1,1,1,1,1,1,1,80.03,79.02,87.49,78.91,81.58,85.63,84.37,0.82,0.13,0.04,0.0,82.01,1
666,1,1,1,2,2,1,1,77.96,78.43,87.49,69.99,70.63,85.34,84.37,0.72,0.22,0.05,0.0,79.03,1
667,1,1,1,2,2,1,1,80.58,73.27,87.49,58.33,67.75,85.52,84.37,0.56,0.34,0.08,0.0,74.56,2
668,1,1,1,1,2,2,1,79.09,79.99,87.49,79.73,63.71,63.18,84.37,0.63,0.28,0.07,0.0,76.53,1
669,1,1,1,1,1,1,1,80.54,80.04,87.49,81.5,75.27,84.25,84.37,0.81,0.13,0.04,0.0,81.93,1
670,1,1,1,1,1,1,1,69.26,74.49,87.49,76.06,80.13,82.33,84.37,0.67,0.24,0.07,0.0,77.57,1
671,1,1,1,2,2,1,1,81.55,79.48,87.49,68.95,70.35,83.67,84.37,0.73,0.21,0.05,0.0,79.43,1
672,1,1,1,1,1,1,1,81.12,80.43,87.49,78.24,81.51,83.02,84.37,0.83,0.12,0.04,0.0,82.31,1
673,1,1,1,1,1,1,1,79.87,80.28,87.49,82.23,72.17,82.52,84.37,0.8,0.15,0.04,0.0,81.39,1
674,1,1,1,1,1,1,2,79.34,72.85,87.49,81.42,78.88,82.84,62.5,0.37,0.52,0.1,0.0,69.28,2
675,1,1,1,1,1,1,1,68.36,78.33,87.49,80.53,80.25,83.87,84.37,0.71,0.21,0.07,0.0,78.62,1
676,1,1,1,1,2,2,1,78.05,81.12,87.49,79.69,60.62,64.74,84.37,0.62,0.29,0.07,0.0,76.15,1
677,1,1,1,1,1,1,2,81.06,77.21,87.49,80.3,80.78,82.56,62.5,0.39,0.5,0.09,0.0,69.89,2
678,1,2,1,1,2,2,1,76.16,64.62,87.49,80.95,57.77,62.76,84.37,0.44,0.44,0.11,0.0,70.78,2
679,1,1,1,2,1,1,1,79.83,78.58,87.49,66.26,77.25,83.82,84.37,0.72,0.21,0.05,0.0,79.19,1
680,1,1,1,1,1,1,2,79.69,78.38,87.49,82.16,79.76,84.37,62.5,0.39,0.5,0.09,0.0,69.97,2
681,1,1,1,1,1,1,1,80.09,78.53,87.49,81.72,81.78,82.94,84.37,0.82,0.13,0.04,0.0,82.02,1
682,1,1,1,1,1,1,1,79.24,79.52,87.49,78.36,79.93,82.37,84.37,0.81,0.14,0.04,0.0,81.62,1
683,1,1,1,1,1,1,1,81.5,81.19,87.49,82.36,82.04,85.42,84.37,0.86,0.1,0.03,0.0,83.17,1
684,1,1,1,1,1,1,1,73.39,80.24,87.49,77.82,83.17,81.89,84.37,0.77,0.16,0.05,0.0,80.52,1
685,1,1,1,1,3,1,1,78.14,79.65,87.49,80.32,49.33,85.31,84.37,0.6,0.21,0.17,0.0,73.26,2
686,1,1,1,1,1,1,1,80.98,79.95,87.49,82.4,81.16,85.46,84.37,0.84,0.11,0.03,0.0,82.72,1
687,1,1,1,1,1,1,1,81.12,74.49,87.49,81.01,77.67,79.86,84.37,0.76,0.18,0.05,0.0,80.33,1
688,1,1,1,1,1,1,1,79.83,79.57,87.49,82.5,76.99,79.91,84.37,0.81,0.14,0.04,0.0,81.66,1
689,2,1,1,1,1,1,1,66.33,80.51,87.49,76.95,81.36,85.28,84.37,0.69,0.22,0.07,0.0,78.01,1
690,1,1,1,1,1,1,1,73.39,78.83,87.49,79.87,83.37,83.51,84.37,0.77,0.16,0.05,0.0,80.52,1
691,1,1,1,1,1,1,1,76.51,79.57,87.49,74.65,77.12,84.59,84.37,0.77,0.17,0.05,0.0,80.51,1
692,1,1,1,1,1,1,2,72.1,77.85,87.49,80.81,80.67,85.03,62.5,0.37,0.51,0.1,0.0,69.3,2
693,1,1,1,3,3,1,1,78.6,80.73,87.49,41.22,38.21,80.88,84.37,0.34,0.12,0.48,0.03,57.16,2
694,1,2,1,1,1,1,1,81.41,70.34,87.49,80.49,80.86,84.59,84.37,0.72,0.22,0.05,0.0,79.19,1
695,1,1,1,1,1,1,1,71.06,79.52,87.49,80.34,79.39,84.9,84.37,0.75,0.18,0.06,0.0,79.82,1
696,1,1,1,1,1,1,1,81.01,78.58,87.49,81.06,77.32,85.13,84.37,0.81,0.14,0.04,0.0,81.88,1
697,1,1,1,2,1,1,1,77.54,77.62,87.49,70.23,81.46,78.3,84.37,0.73,0.2,0.06,0.0,79.43,1
698,1,1,1,1,1,1,1,80.38,80.73,87.49,75.29,79.11,85.56,84.37,0.81,0.14,0.04,0.0,81.82,1
699,1,1,1,1,1,1,2,71.93,79.91,87.49,77.56,80.52,83.9,62.5,0.38,0.51,0.1,0.0,69.32,2
700,1,1,1,1,1,1,1,79.16,80.88,87.49,82.53,79.67,85.6,84.37,0.84,0.11,0.04,0.0,82.5,1
701,1,1,1,1,1,1,1,72.1,79.83,87.49,80.92,81.66,80.94,84.37,0.76,0.17,0.06,0.0,80.19,1
702,1,1,1,1,1,1,2,68.36,78.83,87.49,81.77,83.15,82.37,62.5,0.36,0.51,0.11,0.0,68.86,2
703,1,1,1,1,1,1,1,79.67,79.99,87.49,80.09,82.83,80.69,84.37,0.82,0.12,0.04,0.0,82.06,1
704,1,1,1,1,1,1,1,79.53,78.63,87.49,82.4,79.64,82.27,84.37,0.81,0.13,0.04,0.0,81.79,1
705,1,1,1,1,1,1,1,78.93,78.38,87.49,82.76,82.53,83.68,84.37,0.82,0.13,0.04,0.0,81.94,1
706,1,1,1,1,1,2,1,79.79,80.2,87.49,82.36,79.46,60.5,84.37,0.69,0.22,0.07,0.0,78.01,1
707,1,1,1,1,1,1,1,81.03,79.7,87.49,82.28,82.22,71.17,84.37,0.79,0.14,0.05,0.0,81.12,1
708,1,1,1,1,1,1,1,79.76,78.12,87.49,81.42,81.33,81.31,84.37,0.81,0.14,0.04,0.0,81.67,1
709,1,1,1,2,1,1,2,77.37,80.08,87.49,69.29,79.42,82.31,62.5,0.37,0.51,0.1,0.0,69.3,2
710,1,1,1,3,2,3,1,79.44,78.97,87.49,41.22,60.64,41.85,84.37,0.32,0.17,0.5,0.0,57.86,2
711,1,1,1,1,1,1,1,72.93,80.47,87.49,75.78,71.78,84.13,84.37,0.73,0.2,0.06,0.0,79.32,1
712,1,1,1,1,1,1,2,71.76,74.88,87.49,72.55,80.22,85.12,62.5,0.35,0.53,0.11,0.0,68.67,2
713,1,1,1,1,1,1,1,79.94,79.21,87.49,78.39,83.34,81.42,84.37,0.81,0.13,0.04,0.0,81.83,1
714,1,1,1,1,1,1,1,80.61,77.91,87.49,76.24,82.96,83.11,84.37,0.8,0.15,0.04,0.0,81.43,1
715,1,1,1,1,1,1,1,78.32,77.01,87.49,82.13,80.95,79.58,84.37,0.79,0.15,0.05,0.0,80.98,1
716,1,1,1,1,2,2,1,80.94,79.99,87.49,79.08,69.62,62.76,84.37,0.67,0.25,0.07,0.0,77.66,1
717,1,1,1,1,1,1,1,76.62,79.7,87.49,73.27,81.9,83.19,84.37,0.77,0.16,0.05,0.0,80.63,1
718,1,2,1,1,2,1,2,76.36,67.71,87.49,82.34,66.49,84.77,62.5,0.31,0.57,0.11,0.0,67.65,2
719,1,1,1,1,1,1,2,75.37,79.34,87.49,82.84,79.5,83.87,62.5,0.39,0.5,0.1,0.0,69.75,2
720,1,1,1,2,2,1,2,77.34,80.88,87.49,54.99,62.31,83.45,62.5,0.28,0.56,0.14,0.0,66.08,2
721,1,1,1,2,1,1,1,79.53,79.65,87.49,63.26,80.74,79.1,84.37,0.7,0.23,0.06,0.0,78.44,1
722,1,1,1,1,1,1,1,73.97,80.43,87.49,82.36,83.27,79.37,84.37,0.79,0.15,0.05,0.0,80.94,1
723,1,1,1,1,2,1,2,80.44,80.62,87.49,78.08,62.13,84.95,62.5,0.35,0.53,0.1,0.0,68.84,2
724,1,1,1,2,2,1,1,76.77,78.12,87.49,54.64,67.37,84.86,84.37,0.56,0.31,0.12,0.0,73.49,2
725,2,1,1,1,1,1,1,67.49,78.38,87.49,72.3,83.34,84.21,84.37,0.68,0.24,0.07,0.0,77.62,1
726,2,1,1,2,1,1,2,65.71,78.92,87.49,59.29,75.61,79.34,62.5,0.29,0.57,0.13,0.0,66.52,2
727,1,1,1,1,2,1,1,80.09,75.93,87.49,78.29,54.37,85.55,84.37,0.62,0.26,0.11,0.0,75.32,1
728,1,1,1,1,1,1,1,75.85,78.07,87.49,80.41,74.55,82.06,84.37,0.76,0.18,0.05,0.0,80.23,1
729,1,1,1,1,1,1,1,77.83,76.52,87.49,80.0,80.27,83.02,84.37,0.78,0.16,0.05,0.0,80.78,1
730,1,1,1,2,1,2,1,71.76,80.91,87.49,66.73,81.79,66.31,84.37,0.64,0.26,0.08,0.0,76.46,1
731,1,2,1,1,1,2,1,81.36,66.14,87.49,75.97,81.45,60.56,84.37,0.54,0.36,0.09,0.0,73.76,2
