ringNumber,crackLength,crackWidth,radiusOfCurvature,segmentDislocation,settlementRate,convergenceDeformation,leakageRate,crackLengthScore,crackWidthScore,radiusOfCurvatureScore,segmentDislocationScore,settlementRateScore,convergenceDeformationScore,leakageRateScore,subjection1,subjection2,subjection3,subjection4,comprehensiveValue,comprehensiveLevel
650,1,2,1,1,1,1,1,76.16,70.75,87.49,81.12,82.68,82.45,84.37,0.7,0.23,0.06,0.0,78.59,1
651,1,1,1,1,2,1,1,81.05,79.43,87.49,78.03,62.25,85.2,84.37,0.71,0.23,0.05,0.0,78.99,1
652,2,1,1,1,1,1,2,66.66,78.92,87.49,81.92,75.61,85.36,62.5,0.35,0.53,0.11,0.0,68.44,2
653,1,1,1,2,1,1,2,80.44,74.49,87.49,68.72,81.91,83.23,62.5,0.36,0.52,0.1,0.0,68.98,2
654,1,1,1,1,1,1,1,71.76,78.07,87.49,81.16,80.19,83.43,84.37,0.75,0.18,0.06,0.0,79.77,1
655,1,2,1,2,1,1,1,71.93,69.15,87.49,56.53,80.04,82.33,84.37,0.51,0.36,0.11,0.0,72.52,2
656,1,1,1,1,2,1,1,69.98,79.99,87.49,80.39,61.94,85.34,84.37,0.65,0.27,0.07,0.0,76.92,1
657,1,1,1,1,1,2,1,81.13,79.25,87.49,80.03,80.46,67.29,84.37,0.75,0.18,0.05,0.0,79.93,1
658,1,2,1,1,1,1,2,77.27,62.54,87.49,79.01,75.09,84.61,62.5,0.28,0.59,0.11,0.0,66.74,2
659,1,1,1,1,1,1,1,80.48,72.01,87.49,78.88,82.24,84.98,84.37,0.74,0.2,0.05,0.0,79.75,1
660,1,1,1,2,2,1,2,80.05,78.87,87.49,64.69,68.07,79.37,62.5,0.34,0.54,0.11,0.0,68.32,2
661,1,2,1,2,2,1,1,81.03,62.29,87.49,54.94,67.44,83.82,84.37,0.41,0.45,0.13,0.0,69.52,2
662,1,1,1,2,2,1,1,79.51,78.43,87.49,55.24,51.65,85.14,84.37,0.49,0.32,0.18,0.0,70.09,2
663,1,1,1,1,1,1,1,70.52,75.93,87.49,71.57,80.78,81.53,84.37,0.68,0.24,0.07,0.0,77.78,1
664,1,1,1,1,1,1,2,73.39,78.87,87.49,80.01,78.92,84.84,62.5,0.38,0.51,0.1,0.0,69.47,2
665,1,1,1,1,1,1,1,79.9,78.92,87.49,78.59,81.53,85.57,84.37,0.81,0.13,0.04,0.0,81.92,1
666,1,1,1,2,2,1,1,77.17,78.17,87.49,67.23,69.17,85.32,84.37,0.68,0.24,0.06,0.0,78.05,1
667,1,1,1,2,2,1,1,80.13,73.27,87.49,57.45,65.77,85.47,84.37,0.55,0.35,0.09,0.0,73.9,2
668,1,1,1,1,2,2,1,78.96,79.39,87.49,79.16,62.34,62.08,84.37,0.61,0.3,0.08,0.0,75.77,1
669,1,1,1,1,1,1,1,80.18,79.95,87.49,81.29,71.68,84.17,84.37,0.79,0.15,0.04,0.0,81.32,1
670,2,2,1,1,1,1,1,66.82,68.41,87.49,74.21,80.03,81.95,84.37,0.57,0.33,0.09,0.0,74.62,2
671,1,1,1,2,2,1,1,81.35,78.63,87.49,67.33,66.56,83.51,84.37,0.68,0.25,0.06,0.0,78.21,1
672,1,1,1,1,1,1,1,80.84,80.08,87.49,77.65,80.93,83.0,84.37,0.82,0.13,0.04,0.0,82.07,1
673,1,1,1,1,1,1,1,79.44,80.04,87.49,81.97,71.88,82.45,84.37,0.79,0.15,0.04,0.0,81.19,1
674,1,2,1,1,1,1,2,78.74,70.75,87.49,80.69,78.83,82.83,62.5,0.36,0.53,0.1,0.0,68.9,2
675,2,1,1,1,1,1,1,67.67,77.52,87.49,80.16,80.11,83.86,84.37,0.69,0.22,0.07,0.0,78.14,1
676,1,1,1,1,2,2,1,77.96,80.7,87.49,79.69,60.29,63.52,84.37,0.61,0.3,0.08,0.0,75.71,1
677,1,2,1,1,1,1,2,80.67,70.34,87.49,79.98,80.77,82.47,62.5,0.36,0.53,0.1,0.0,68.92,2
678,1,2,1,1,2,2,1,75.07,61.56,87.49,80.73,56.54,61.98,84.37,0.38,0.48,0.12,0.0,68.97,2
679,1,1,1,2,1,1,1,79.41,78.53,87.49,65.65,76.71,83.75,84.37,0.71,0.22,0.05,0.0,78.91,1
680,1,1,1,1,1,1,2,79.24,77.75,87.49,81.86,79.21,84.29,62.5,0.39,0.5,0.1,0.0,69.87,2
681,1,1,1,1,1,1,1,79.72,78.12,87.49,81.04,81.57,82.83,84.37,0.81,0.14,0.04,0.0,81.76,1
682,1,1,1,1,1,1,1,78.8,78.92,87.49,76.41,79.24,82.14,84.37,0.79,0.15,0.04,0.0,81.09,1
683,1,1,1,1,1,1,1,81.38,80.95,87.49,81.86,81.6,85.33,84.37,0.85,0.1,0.03,0.0,83.01,1
684,1,1,1,1,1,1,1,72.76,79.99,87.49,74.43,82.76,81.48,84.37,0.75,0.18,0.06,0.0,79.84,1
685,1,1,1,1,3,1,1,77.37,78.58,87.49,79.79,48.53,85.24,84.37,0.59,0.21,0.19,0.0,72.54,2
686,1,1,1,1,1,1,1,80.71,79.61,87.49,82.01,80.71,85.39,84.37,0.83,0.12,0.03,0.0,82.51,1
687,1,2,1,1,1,1,1,80.94,66.73,87.49,80.93,74.37,79.58,84.37,0.63,0.29,0.06,0.0,76.69,1
688,1,1,1,1,1,1,1,79.29,79.3,87.49,82.5,75.78,79.89,84.37,0.8,0.14,0.04,0.0,81.36,1
689,2,1,1,1,1,1,1,64.55,80.12,87.49,72.91,81.04,85.2,84.37,0.65,0.26,0.08,0.0,76.68,1
690,1,1,1,1,1,1,1,70.7,77.85,87.49,79.77,83.25,83.44,84.37,0.74,0.19,0.06,0.0,79.44,1
691,1,1,1,2,1,1,1,75.37,79.39,87.49,69.06,75.78,84.49,84.37,0.72,0.21,0.06,0.0,79.12,1
692,1,1,1,1,1,1,2,68.36,74.88,87.49,80.27,80.39,84.99,62.5,0.35,0.53,0.11,0.0,68.49,2
693,1,1,1,3,3,1,1,78.43,80.55,87.49,41.09,33.13,80.4,84.37,0.31,0.11,0.45,0.1,53.92,2
694,1,2,1,1,1,1,1,81.18,65.09,87.49,79.83,80.78,84.46,84.37,0.62,0.3,0.06,0.0,76.38,1
695,1,1,1,1,1,1,1,68.54,78.68,87.49,79.83,78.77,84.89,84.37,0.71,0.21,0.07,0.0,78.66,1
696,1,1,1,1,1,1,1,80.63,78.12,87.49,80.25,77.25,85.11,84.37,0.8,0.15,0.04,0.0,81.62,1
697,1,1,1,2,1,1,1,77.51,77.38,87.49,65.9,80.81,76.93,84.37,0.69,0.23,0.06,0.0,78.26,1
698,1,1,1,1,1,1,1,79.96,80.12,87.49,71.57,79.09,85.49,84.37,0.78,0.16,0.04,0.0,80.98,1
699,1,1,1,1,1,1,2,69.44,78.83,87.49,75.88,79.84,83.88,62.5,0.36,0.52,0.11,0.0,68.84,2
700,1,1,1,1,1,1,1,78.9,80.16,87.49,82.45,78.85,85.57,84.37,0.82,0.12,0.04,0.0,82.19,1
701,1,1,1,1,1,1,1,70.88,79.25,87.49,80.48,81.15,80.84,84.37,0.74,0.18,0.06,0.0,79.6,1
702,2,1,1,1,1,1,2,67.32,78.17,87.49,81.55,82.85,82.17,62.5,0.36,0.52,0.11,0.0,68.63,2
703,1,1,1,1,1,1,1,79.19,78.92,87.49,79.85,82.41,80.14,84.37,0.81,0.13,0.04,0.0,81.61,1
704,1,1,1,1,1,1,1,79.34,77.96,87.49,81.98,79.5,82.06,84.37,0.8,0.14,0.04,0.0,81.52,1
705,1,1,1,1,1,1,1,78.32,77.62,87.49,82.36,82.1,83.6,84.37,0.8,0.14,0.04,0.0,81.54,1
706,1,1,1,1,1,2,1,79.21,79.43,87.49,82.26,79.28,60.17,84.37,0.68,0.22,0.08,0.0,77.67,1
707,1,1,1,1,1,1,1,80.87,79.3,87.49,82.18,81.74,69.73,84.37,0.78,0.16,0.05,0.0,80.69,1
708,1,1,1,1,1,1,1,79.29,77.75,87.49,81.41,80.75,81.08,84.37,0.8,0.14,0.04,0.0,81.42,1
709,1,1,1,2,1,1,2,77.17,79.48,87.49,65.15,78.79,81.93,62.5,0.36,0.53,0.1,0.0,68.79,2
710,1,1,1,3,2,3,1,79.24,77.69,87.49,40.96,60.23,41.8,84.37,0.31,0.17,0.5,0.0,57.67,2
711,1,1,1,1,2,1,1,70.34,79.52,87.49,71.45,70.73,84.09,84.37,0.68,0.24,0.07,0.0,77.69,1
712,1,1,1,2,1,1,2,68.9,72.43,87.49,69.99,79.65,85.09,62.5,0.33,0.55,0.11,0.0,67.85,2
713,1,1,1,1,1,1,1,79.76,78.27,87.49,76.33,83.23,81.33,84.37,0.79,0.15,0.04,0.0,81.29,1
714,1,1,1,1,1,1,1,80.18,74.49,87.49,74.09,82.51,83.0,84.37,0.75,0.19,0.05,0.0,80.0,1
715,1,2,1,1,1,1,2,77.67,69.54,87.49,81.72,80.88,79.34,62.5,0.35,0.53,0.1,0.0,68.62,2
716,1,1,1,1,2,2,1,80.85,79.43,87.49,78.27,69.53,62.36,84.37,0.66,0.26,0.07,0.0,77.37,1
717,1,1,1,2,1,1,1,76.51,79.3,87.49,68.06,81.75,82.95,84.37,0.73,0.2,0.05,0.0,79.48,1
718,1,2,1,1,2,1,2,76.12,65.86,87.49,81.96,65.83,84.72,62.5,0.3,0.58,0.11,0.0,67.17,2
719,1,1,1,1,1,1,2,73.83,79.25,87.49,82.49,79.33,83.7,62.5,0.38,0.5,0.1,0.0,69.59,2
720,1,1,1,2,2,1,2,77.1,80.73,87.49,53.59,61.2,83.24,62.5,0.27,0.56,0.15,0.0,65.59,2
721,1,1,1,2,1,1,1,78.93,79.21,87.49,62.31,79.98,78.61,84.37,0.68,0.24,0.06,0.0,77.89,1
722,1,1,1,1,1,1,1,70.34,79.99,87.49,81.78,83.23,78.75,84.37,0.75,0.18,0.06,0.0,79.61,1
723,1,1,1,1,2,1,2,80.42,80.2,87.49,77.74,61.27,84.92,62.5,0.35,0.54,0.1,0.0,68.68,2
724,1,1,1,2,2,1,1,76.62,74.88,87.49,53.97,66.63,84.85,84.37,0.53,0.32,0.13,0.0,72.56,2
725,2,1,1,1,1,1,1,66.33,75.6,87.49,72.06,83.3,84.18,84.37,0.64,0.27,0.08,0.0,76.55,1
726,2,1,1,2,1,1,2,63.9,78.58,87.49,59.02,75.09,78.46,62.5,0.27,0.58,0.13,0.0,66.1,2
727,1,1,1,1,2,1,1,79.87,74.88,87.49,77.92,54.27,85.54,84.37,0.61,0.27,0.11,0.0,75.01,1
728,1,1,1,1,2,1,1,75.37,76.78,87.49,79.63,71.2,81.82,84.37,0.73,0.2,0.05,0.0,79.3,1
729,1,1,1,1,1,1,1,77.41,74.09,87.49,79.92,79.96,82.86,84.37,0.75,0.19,0.05,0.0,79.88,1
730,1,1,1,2,1,2,1,68.9,80.73,87.49,63.38,81.17,65.64,84.37,0.58,0.31,0.09,0.0,74.79,2
731,1,2,1,1,1,2,1,81.15,63.8,87.49,72.43,81.2,60.45,84.37,0.49,0.4,0.1,0.0,72.35,2
