ringNumber,crackLength,crackWidth,radiusOfCurvature,segmentDislocation,settlementRate,convergenceDeformation,leakageRate,crackLengthScore,crackWidthScore,radiusOfCurvatureScore,segmentDislocationScore,settlementRateScore,convergenceDeformationScore,leakageRateScore,subjection1,subjection2,subjection3,subjection4,comprehensiveValue,comprehensiveLevel
347,1,2,1,2,1,1,2,77.89,61.23,87.49,59.6,78.61,84.46,62.5,0.22,0.64,0.12,0.0,65.07,2
348,2,1,1,1,1,1,1,65.11,78.92,87.49,79.73,77.5,84.69,84.37,0.66,0.25,0.08,0.0,77.17,1
349,1,1,1,1,2,1,1,79.9,75.24,87.49,73.51,64.31,71.88,84.37,0.64,0.27,0.07,0.0,76.93,1
350,1,2,1,1,2,1,1,80.87,60.08,87.49,79.01,60.7,84.74,84.37,0.43,0.47,0.09,0.0,71.09,2
351,1,2,1,1,1,1,1,73.39,62.29,87.49,76.06,79.58,79.06,84.37,0.52,0.38,0.08,0.0,73.27,2
352,1,2,1,3,1,2,2,77.57,66.43,87.49,44.81,81.38,61.31,62.5,0.21,0.53,0.25,0.0,61.58,2
353,1,2,1,2,1,2,1,70.34,59.76,87.49,63.93,75.61,63.24,84.37,0.36,0.51,0.11,0.0,68.68,2
354,2,2,1,1,2,2,1,63.66,60.28,87.49,80.96,51.91,56.16,84.37,0.29,0.5,0.2,0.0,64.72,2
355,1,1,1,1,2,1,1,77.34,74.09,87.49,74.76,71.2,83.02,84.37,0.7,0.23,0.06,0.0,78.51,1
356,1,2,1,1,2,1,1,77.64,70.34,87.49,79.9,62.34,84.38,84.37,0.61,0.31,0.07,0.0,76.17,1
357,1,2,1,1,1,2,1,79.96,59.6,87.49,80.61,79.21,66.92,84.37,0.45,0.44,0.09,0.0,71.51,2
358,1,2,1,1,1,1,1,68.9,59.26,87.49,78.84,83.05,73.94,84.37,0.43,0.45,0.11,0.0,70.61,2
359,1,2,1,2,1,1,1,72.1,65.09,87.49,60.73,81.91,74.94,84.37,0.48,0.41,0.1,0.0,72.1,2
360,1,2,1,1,1,1,1,79.63,60.37,87.49,79.39,82.46,73.18,84.37,0.49,0.41,0.08,0.0,72.7,2
361,1,2,1,1,2,1,2,76.03,59.12,87.49,73.03,62.34,80.37,62.5,0.21,0.65,0.12,0.0,64.67,2
362,1,2,1,2,1,1,1,71.76,65.33,87.49,66.17,81.43,84.92,84.37,0.53,0.37,0.08,0.0,73.67,2
363,1,2,1,1,1,1,2,79.19,62.29,87.49,80.2,71.88,83.02,62.5,0.28,0.6,0.11,0.0,66.63,2
364,2,2,1,2,1,1,2,61.92,61.75,87.49,59.89,74.73,83.73,62.5,0.18,0.67,0.13,0.0,63.69,2
365,1,2,1,1,1,1,2,80.26,60.32,87.49,80.74,81.74,84.87,62.5,0.26,0.62,0.11,0.0,66.21,2
366,1,2,1,2,1,1,2,76.4,64.4,87.49,63.1,80.95,68.53,62.5,0.26,0.61,0.12,0.0,65.98,2
367,1,2,1,3,2,2,1,73.83,59.4,87.49,50.87,55.6,57.97,84.37,0.26,0.51,0.22,0.0,63.41,2
368,1,2,1,2,1,2,1,79.76,59.83,87.49,59.63,80.55,63.35,84.37,0.36,0.51,0.11,0.0,68.91,2
369,1,2,1,1,2,1,1,78.32,60.77,87.49,79.63,65.58,85.42,84.37,0.47,0.43,0.08,0.0,72.2,2
370,1,1,1,2,1,1,1,76.88,77.52,87.49,65.48,81.99,82.81,84.37,0.7,0.23,0.06,0.0,78.53,1
371,1,2,1,1,3,1,2,79.26,61.85,87.49,80.74,41.66,83.78,62.5,0.21,0.51,0.26,0.0,61.07,2
372,1,1,1,1,2,1,2,78.14,77.96,87.49,78.57,63.11,83.65,62.5,0.35,0.53,0.1,0.0,68.7,2
373,1,2,1,1,1,1,1,76.24,61.16,87.49,77.02,79.39,81.87,84.37,0.51,0.4,0.08,0.0,73.14,2
374,1,2,1,2,1,1,1,73.54,70.34,87.49,68.39,74.09,84.75,84.37,0.61,0.3,0.07,0.0,76.03,1
375,1,2,1,1,1,1,1,80.4,61.65,87.49,71.32,80.41,84.19,84.37,0.52,0.39,0.08,0.0,73.47,2
376,2,1,1,2,2,2,2,60.34,79.07,87.49,60.17,61.76,62.27,62.5,0.2,0.65,0.14,0.0,64.04,2
377,1,1,1,3,2,1,1,80.15,79.25,87.49,49.53,55.96,81.08,84.37,0.47,0.29,0.22,0.0,68.98,2
378,1,1,1,1,1,1,1,78.32,79.25,87.49,78.64,79.26,83.98,84.37,0.8,0.14,0.04,0.0,81.45,1
379,1,2,1,2,1,1,1,76.74,64.19,87.49,60.17,79.96,68.83,84.37,0.46,0.43,0.1,0.0,71.6,2
380,1,2,1,2,1,1,2,77.92,60.12,87.49,61.94,79.81,82.11,62.5,0.22,0.65,0.12,0.0,65.03,2
381,1,2,1,2,2,2,1,73.08,59.63,87.49,58.75,52.52,60.82,84.37,0.27,0.54,0.17,0.0,65.07,2
382,2,2,1,1,2,1,2,66.17,60.66,87.49,81.68,66.02,82.87,62.5,0.22,0.64,0.13,0.0,64.83,2
383,1,2,1,4,1,1,1,80.22,60.32,87.49,26.85,81.88,84.8,84.37,0.24,0.24,0.25,0.25,49.6,3
384,1,2,1,3,2,1,2,74.24,60.12,87.49,43.42,61.18,80.9,62.5,0.16,0.57,0.26,0.0,59.94,2
385,2,2,1,2,2,1,1,60.94,62.54,87.49,56.15,62.22,70.55,84.37,0.29,0.55,0.15,0.0,66.19,2
386,2,2,1,1,1,1,1,66.82,70.34,87.49,74.32,79.99,81.57,84.37,0.6,0.31,0.08,0.0,75.3,1
387,1,2,1,2,2,1,1,79.31,60.41,87.49,60.37,65.77,81.04,84.37,0.39,0.5,0.1,0.0,69.81,2
388,1,1,1,1,1,2,2,79.24,77.91,87.49,72.3,79.46,67.38,62.5,0.36,0.52,0.11,0.0,68.78,2
389,1,2,1,2,1,1,1,80.85,62.96,87.49,64.77,81.04,85.19,84.37,0.51,0.4,0.08,0.0,73.33,2
390,1,1,1,2,1,2,1,80.96,78.33,87.49,62.78,79.33,62.41,84.37,0.6,0.31,0.08,0.0,75.58,1
391,2,2,1,2,1,2,1,65.11,61.85,87.49,53.32,80.41,67.85,84.37,0.34,0.48,0.16,0.0,66.95,2
392,1,2,1,2,2,2,1,70.52,65.86,87.49,67.53,58.16,59.19,84.37,0.4,0.46,0.13,0.0,69.12,2
393,1,2,1,1,2,1,1,76.36,62.41,87.49,81.12,55.17,80.71,84.37,0.45,0.42,0.12,0.0,70.68,2
394,2,2,1,1,2,1,1,67.32,59.08,87.49,79.19,68.4,84.11,84.37,0.4,0.47,0.11,0.0,69.86,2
395,1,1,1,1,1,1,1,76.85,77.91,87.49,73.86,79.53,73.37,84.37,0.73,0.19,0.06,0.0,79.31,1
396,1,2,1,1,1,1,1,80.05,59.19,87.49,80.21,78.61,83.87,84.37,0.48,0.42,0.09,0.0,72.32,2
397,2,2,1,1,1,1,1,60.12,67.71,87.49,80.84,78.81,76.93,84.37,0.48,0.4,0.1,0.0,71.86,2
398,1,1,1,2,1,1,2,74.62,78.17,87.49,66.36,73.04,72.48,62.5,0.34,0.54,0.11,0.0,68.21,2
399,1,2,1,2,1,1,2,74.11,65.59,87.49,58.62,76.49,83.79,62.5,0.26,0.61,0.12,0.0,65.84,2
400,1,1,1,2,2,1,1,76.55,75.6,87.49,60.22,67.52,74.77,84.37,0.57,0.33,0.08,0.0,74.74,2
401,1,2,1,3,2,1,2,80.89,59.6,87.49,44.12,67.52,80.28,62.5,0.17,0.56,0.25,0.0,60.47,2
402,1,2,1,1,1,1,1,77.8,61.85,87.49,77.98,80.71,70.04,84.37,0.51,0.39,0.09,0.0,73.06,2
403,1,2,1,2,2,1,2,78.63,66.43,87.49,56.61,57.98,69.13,62.5,0.22,0.62,0.15,0.0,64.35,2
404,1,2,1,2,1,1,1,76.88,68.05,87.49,63.74,81.32,84.05,84.37,0.58,0.33,0.07,0.0,75.15,1
405,1,1,1,1,1,1,2,78.08,72.85,87.49,76.49,78.75,81.98,62.5,0.36,0.52,0.1,0.0,69.06,2
406,2,2,1,2,1,1,1,63.31,64.19,87.49,58.42,81.8,83.78,84.37,0.4,0.47,0.12,0.0,69.47,2
407,1,1,1,2,1,1,1,75.63,73.27,87.49,68.28,82.4,84.82,84.37,0.68,0.25,0.06,0.0,77.91,1
408,1,1,1,2,1,1,1,79.85,74.09,87.49,57.38,74.73,80.56,84.37,0.59,0.31,0.09,0.0,74.89,2
409,1,2,1,2,1,1,1,77.24,66.73,87.49,52.42,74.27,72.88,84.37,0.46,0.37,0.16,0.0,70.13,2
410,2,2,1,2,1,1,1,66.33,61.23,87.49,68.39,74.82,82.6,84.37,0.42,0.46,0.1,0.0,70.51,2
411,1,1,1,1,2,1,2,80.18,79.3,87.49,78.91,69.8,78.08,62.5,0.38,0.51,0.1,0.0,69.42,2
412,1,1,1,2,3,3,1,80.73,76.24,87.49,56.78,44.8,54.45,84.37,0.38,0.31,0.3,0.0,64.41,2
413,1,2,1,1,2,1,1,73.69,63.99,87.49,80.66,65.22,85.19,84.37,0.52,0.39,0.08,0.0,73.45,2
414,1,2,1,1,1,1,1,78.58,60.04,87.49,77.61,81.5,82.89,84.37,0.49,0.41,0.08,0.0,72.76,2
415,1,2,1,2,2,1,1,77.89,60.04,87.49,69.29,65.34,72.28,84.37,0.42,0.47,0.1,0.0,70.48,2
416,1,2,1,2,2,1,2,80.56,59.73,87.49,53.21,67.83,84.93,62.5,0.19,0.64,0.16,0.0,63.22,2
417,2,2,1,1,2,1,1,66.02,64.4,87.49,81.73,63.22,85.35,84.37,0.47,0.42,0.1,0.0,71.71,2
418,1,2,1,1,1,1,2,76.77,60.77,87.49,78.82,73.52,81.9,62.5,0.26,0.61,0.11,0.0,66.07,2
419,2,2,1,1,2,1,2,64.03,64.19,87.49,76.65,65.83,79.64,62.5,0.24,0.62,0.13,0.0,65.35,2
420,2,1,1,2,2,1,1,61.14,78.87,87.49,61.94,58.62,84.06,84.37,0.44,0.44,0.11,0.0,70.53,2
421,1,2,1,2,1,1,1,76.59,68.41,87.49,63.15,79.41,83.3,84.37,0.58,0.33,0.08,0.0,75.01,1
422,1,2,1,1,1,1,1,80.11,68.78,87.49,79.87,81.15,81.5,84.37,0.68,0.25,0.06,0.0,78.12,1
423,1,2,1,3,1,1,1,76.55,63.44,87.49,47.75,76.92,81.37,84.37,0.4,0.36,0.22,0.0,67.15,2
424,1,1,1,2,2,1,2,80.87,76.24,87.49,63.86,65.7,85.05,62.5,0.32,0.56,0.1,0.0,67.93,2
425,1,2,1,1,1,1,1,80.18,67.05,87.49,80.63,80.65,83.7,84.37,0.66,0.27,0.06,0.0,77.38,1
426,1,2,1,2,2,1,1,77.24,61.23,87.49,58.33,51.55,82.6,84.37,0.34,0.48,0.17,0.0,66.85,2
427,1,2,1,2,2,2,1,70.88,68.41,87.49,62.73,70.63,67.57,84.37,0.49,0.4,0.1,0.0,72.31,2
428,1,2,1,1,3,1,1,79.55,68.78,87.49,81.39,50.26,81.53,84.37,0.53,0.3,0.16,0.0,71.6,2
429,1,1,1,3,1,1,1,73.69,78.01,87.49,42.19,81.48,79.51,84.37,0.48,0.17,0.34,0.0,65.93,2
430,1,2,1,2,1,1,2,79.79,59.33,87.49,69.76,77.56,71.68,62.5,0.23,0.63,0.12,0.0,65.21,2
431,1,1,1,3,2,1,2,74.37,75.24,87.49,48.13,62.72,84.52,62.5,0.25,0.53,0.2,0.0,63.72,2
