ringNumber,crackLength,crackWidth,radiusOfCurvature,segmentDislocation,settlementRate,convergenceDeformation,leakageRate,crackLengthScore,crackWidthScore,radiusOfCurvatureScore,segmentDislocationScore,settlementRateScore,convergenceDeformationScore,leakageRateScore,subjection1,subjection2,subjection3,subjection4,comprehensiveValue,comprehensiveLevel
409,1,1,1,2,1,1,1,78.35,77.38,87.49,56.49,78.29,73.85,84.37,0.59,0.29,0.1,0.0,74.8,2
410,1,2,1,1,1,1,1,72.93,70.75,87.49,73.27,76.41,82.79,84.37,0.64,0.27,0.07,0.0,76.87,1
411,1,1,1,1,1,1,2,80.69,80.12,87.49,80.36,77.83,79.94,62.5,0.4,0.49,0.1,0.0,69.98,2
412,1,1,1,2,3,2,1,81.01,77.52,87.49,58.67,47.28,56.33,84.37,0.41,0.33,0.25,0.0,66.48,2
413,1,2,1,1,2,1,1,74.97,65.33,87.49,81.32,70.92,85.33,84.37,0.58,0.34,0.07,0.0,75.11,1
414,1,2,1,1,1,1,1,79.55,62.06,87.49,79.19,82.19,83.0,84.37,0.55,0.37,0.07,0.0,74.32,2
415,1,2,1,2,1,1,1,79.06,61.65,87.49,69.87,71.88,72.48,84.37,0.48,0.42,0.09,0.0,72.18,2
416,1,2,1,2,1,1,2,80.94,61.95,87.49,53.97,73.61,85.08,62.5,0.22,0.62,0.15,0.0,64.22,2
417,1,2,1,1,2,1,1,72.93,66.14,87.49,82.3,67.68,85.38,84.37,0.57,0.34,0.08,0.0,74.8,2
418,1,2,1,1,1,1,2,77.77,61.39,87.49,79.94,75.18,82.54,62.5,0.27,0.61,0.11,0.0,66.39,2
419,2,2,1,1,2,1,2,67.84,65.86,87.49,79.25,65.89,80.56,62.5,0.27,0.59,0.12,0.0,66.36,2
420,2,1,1,2,2,1,1,64.69,80.32,87.49,62.45,59.71,84.09,84.37,0.49,0.39,0.1,0.0,72.32,2
421,1,1,1,1,1,1,1,77.47,77.96,87.49,71.08,80.06,83.56,84.37,0.75,0.19,0.05,0.0,79.93,1
422,1,1,1,1,1,1,1,80.76,77.38,87.49,80.09,81.42,81.64,84.37,0.8,0.14,0.04,0.0,81.54,1
423,1,1,1,2,1,1,1,76.99,76.78,87.49,52.48,77.19,81.79,84.37,0.57,0.27,0.15,0.0,73.02,2
424,1,1,1,2,2,1,2,80.89,78.43,87.49,65.65,70.92,85.21,62.5,0.35,0.54,0.1,0.0,68.7,2
425,1,1,1,1,1,1,1,80.89,76.24,87.49,82.0,81.53,83.7,84.37,0.8,0.15,0.04,0.0,81.52,1
426,1,2,1,2,2,1,1,78.66,64.85,87.49,58.42,54.68,83.13,84.37,0.4,0.45,0.14,0.0,69.22,2
427,1,1,1,2,1,2,1,71.41,78.38,87.49,65.82,76.1,67.85,84.37,0.62,0.29,0.08,0.0,75.8,1
428,1,1,1,1,2,1,1,80.09,75.93,87.49,81.42,53.8,81.82,84.37,0.62,0.25,0.12,0.0,75.12,1
429,1,1,1,3,1,1,1,75.55,79.78,87.49,44.49,82.23,80.51,84.37,0.51,0.18,0.29,0.0,68.06,2
430,1,2,1,1,1,1,2,80.69,59.46,87.49,73.74,79.81,72.18,62.5,0.24,0.63,0.12,0.0,65.5,2
431,1,1,1,3,2,1,2,76.81,78.97,87.49,50.11,67.37,84.65,62.5,0.28,0.52,0.18,0.0,65.0,2
