ringNumber,crackLength,crackWidth,radiusOfCurvature,segmentDislocation,settlementRate,convergenceDeformation,leakageRate,crackLengthScore,crackWidthScore,radiusOfCurvatureScore,segmentDislocationScore,settlementRateScore,convergenceDeformationScore,leakageRateScore,subjection1,subjection2,subjection3,subjection4,comprehensiveValue,comprehensiveLevel
347,1,2,1,2,1,1,2,78.71,71.59,87.49,61.46,80.09,84.7,62.5,0.31,0.56,0.11,0.0,67.65,2
348,1,1,1,1,1,1,1,75.85,80.43,87.49,80.49,79.96,85.08,84.37,0.8,0.14,0.04,0.0,81.47,1
349,1,1,1,1,1,1,1,80.71,80.2,87.49,78.24,74.64,76.19,84.37,0.78,0.15,0.05,0.0,80.91,1
350,1,1,1,1,2,1,1,81.15,77.52,87.49,81.23,65.4,84.82,84.37,0.73,0.21,0.05,0.0,79.67,1
351,1,1,1,1,1,1,1,76.92,76.24,87.49,79.98,82.12,80.04,84.37,0.77,0.17,0.05,0.0,80.42,1
352,1,1,1,3,1,2,2,79.6,77.52,87.49,47.7,82.78,65.1,62.5,0.27,0.5,0.21,0.0,63.94,2
353,1,2,1,2,1,1,1,76.92,61.95,87.49,66.17,80.16,68.33,84.37,0.46,0.43,0.09,0.0,71.68,2
354,1,2,1,1,2,2,1,69.98,64.85,87.49,82.52,53.37,61.17,84.37,0.4,0.43,0.15,0.0,68.71,2
355,1,1,1,1,1,1,1,79.34,79.48,87.49,77.28,79.17,83.12,84.37,0.8,0.14,0.04,0.0,81.49,1
356,1,1,1,1,1,1,1,78.85,78.73,87.49,82.55,72.46,84.56,84.37,0.78,0.16,0.04,0.0,81.04,1
357,1,2,1,1,1,1,1,81.0,66.73,87.49,81.72,81.79,69.63,84.37,0.62,0.29,0.07,0.0,76.21,1
358,1,2,1,1,1,1,1,75.97,66.73,87.49,80.25,83.45,77.41,84.37,0.63,0.29,0.07,0.0,76.38,1
359,1,2,1,1,1,1,1,76.32,66.14,87.49,74.76,83.13,80.01,84.37,0.61,0.31,0.07,0.0,75.88,1
360,1,1,1,1,1,1,1,80.3,76.52,87.49,81.59,83.57,75.46,84.37,0.78,0.16,0.05,0.0,80.86,1
361,1,2,1,1,1,1,2,78.2,70.75,87.49,80.32,72.75,82.06,62.5,0.35,0.53,0.1,0.0,68.65,2
362,1,1,1,1,1,1,1,76.59,77.8,87.49,73.63,82.63,85.16,84.37,0.76,0.17,0.05,0.0,80.37,1
363,1,1,1,1,1,1,2,80.54,78.01,87.49,81.86,76.71,83.42,62.5,0.39,0.5,0.09,0.0,69.88,2
364,1,1,1,2,1,1,2,72.6,76.52,87.49,68.61,80.21,84.21,62.5,0.35,0.53,0.11,0.0,68.63,2
365,1,2,1,1,1,1,2,80.84,66.14,87.49,82.53,83.02,85.16,62.5,0.33,0.56,0.1,0.0,68.1,2
366,1,1,1,2,1,1,1,78.02,78.63,87.49,66.64,82.21,75.03,84.37,0.71,0.21,0.06,0.0,78.67,1
367,1,2,1,2,2,2,1,76.62,64.19,87.49,56.11,58.04,61.02,84.37,0.34,0.5,0.14,0.0,67.51,2
368,1,2,1,2,1,2,1,80.5,70.75,87.49,61.2,81.13,67.01,84.37,0.56,0.34,0.08,0.0,74.4,2
369,1,2,1,1,1,1,1,79.16,68.05,87.49,80.82,78.56,85.56,84.37,0.67,0.26,0.06,0.0,77.73,1
370,1,1,1,1,1,1,1,78.88,78.53,87.49,76.95,82.87,83.34,84.37,0.8,0.14,0.04,0.0,81.4,1
371,1,2,1,1,3,1,2,80.38,67.05,87.49,81.5,42.25,83.92,62.5,0.25,0.48,0.26,0.0,62.25,2
372,1,1,1,1,1,1,1,79.01,79.74,87.49,80.93,73.13,83.74,84.37,0.79,0.15,0.04,0.0,81.24,1
373,1,2,1,1,1,1,1,77.86,64.85,87.49,80.2,80.86,82.9,84.37,0.6,0.31,0.07,0.0,75.84,1
374,1,1,1,1,1,1,1,76.95,78.97,87.49,75.08,76.85,85.02,84.37,0.77,0.17,0.05,0.0,80.52,1
375,1,1,1,1,1,1,1,80.89,76.78,87.49,76.73,81.82,84.42,84.37,0.79,0.16,0.04,0.0,81.22,1
376,2,1,1,2,2,2,1,64.69,79.57,87.49,60.63,66.63,64.6,84.37,0.47,0.41,0.11,0.0,71.54,2
377,1,1,1,2,2,1,1,81.1,80.88,87.49,54.79,60.25,82.01,84.37,0.54,0.33,0.12,0.0,72.89,2
378,1,1,1,1,1,1,1,79.65,80.24,87.49,80.14,80.73,84.37,84.37,0.83,0.12,0.04,0.0,82.24,1
379,1,1,1,1,1,1,1,77.57,73.69,87.49,71.32,81.04,72.28,84.37,0.68,0.24,0.07,0.0,77.9,1
380,1,1,1,1,1,1,2,78.55,74.49,87.49,72.55,81.5,82.88,62.5,0.37,0.52,0.1,0.0,69.17,2
381,1,2,1,2,2,2,1,76.4,63.11,87.49,59.96,55.43,64.81,84.37,0.35,0.5,0.13,0.0,67.99,2
382,1,1,1,1,1,1,2,69.62,73.27,87.49,82.89,78.5,83.02,62.5,0.35,0.53,0.11,0.0,68.49,2
383,1,2,1,3,1,1,1,80.92,68.41,87.49,34.2,83.1,84.89,84.37,0.37,0.18,0.33,0.1,58.07,2
384,1,2,1,2,2,1,2,77.57,70.75,87.49,52.48,65.34,81.87,62.5,0.26,0.56,0.16,0.0,65.03,2
385,1,2,1,2,1,1,1,69.26,67.71,87.49,58.15,74.27,75.63,84.37,0.47,0.4,0.11,0.0,71.59,2
386,1,1,1,1,1,1,1,74.74,78.33,87.49,79.9,82.36,82.79,84.37,0.78,0.16,0.05,0.0,80.68,1
387,1,2,1,2,2,1,1,80.38,67.05,87.49,66.08,71.3,81.84,84.37,0.57,0.34,0.07,0.0,74.89,2
388,1,1,1,1,1,1,2,80.36,79.87,87.49,80.29,81.82,72.18,62.5,0.39,0.5,0.1,0.0,69.7,2
389,1,1,1,1,1,1,1,80.94,78.01,87.49,72.18,82.05,85.41,84.37,0.78,0.16,0.04,0.0,80.95,1
390,1,1,1,1,1,2,1,81.46,80.2,87.49,72.18,81.61,67.19,84.37,0.73,0.2,0.06,0.0,79.27,1
391,2,2,1,2,1,1,1,67.67,68.78,87.49,56.74,81.01,72.88,84.37,0.47,0.39,0.12,0.0,71.21,2
392,1,1,1,1,2,2,1,77.17,72.01,87.49,78.12,60.27,61.74,84.37,0.53,0.37,0.09,0.0,73.5,2
393,1,1,1,1,2,1,1,78.02,76.78,87.49,81.73,57.08,81.65,84.37,0.64,0.26,0.08,0.0,76.42,1
394,1,2,1,1,1,1,1,75.27,63.8,87.49,80.98,77.78,84.43,84.37,0.57,0.34,0.07,0.0,74.82,2
395,1,1,1,1,1,1,1,79.09,78.73,87.49,80.43,82.21,77.21,84.37,0.8,0.14,0.05,0.0,81.3,1
396,1,2,1,1,1,1,1,81.12,68.78,87.49,82.08,81.56,84.24,84.37,0.69,0.24,0.05,0.0,78.54,1
397,2,1,1,1,1,1,1,63.09,79.07,87.49,81.92,80.39,77.9,84.37,0.63,0.27,0.09,0.0,76.16,1
398,1,1,1,1,1,1,1,78.2,78.87,87.49,77.28,78.66,79.34,84.37,0.78,0.16,0.05,0.0,80.81,1
399,1,1,1,2,1,1,2,77.41,78.87,87.49,63.1,79.81,84.39,62.5,0.35,0.54,0.1,0.0,68.54,2
400,1,1,1,2,1,1,1,78.46,79.3,87.49,68.72,72.65,77.96,84.37,0.71,0.21,0.06,0.0,78.87,1
401,1,2,1,3,1,1,2,81.28,63.62,87.49,50.11,78.4,81.69,62.5,0.23,0.57,0.18,0.0,63.69,2
402,1,2,1,1,1,1,1,78.41,66.73,87.49,79.87,81.94,73.56,84.37,0.62,0.29,0.07,0.0,76.32,1
403,1,1,1,2,2,1,2,80.52,79.43,87.49,60.71,59.58,72.78,62.5,0.29,0.58,0.12,0.0,66.72,2
404,1,1,1,1,1,1,1,79.26,78.17,87.49,78.99,82.68,84.32,84.37,0.81,0.14,0.04,0.0,81.66,1
405,1,1,1,1,1,1,1,79.69,78.07,87.49,80.03,80.73,82.58,84.37,0.8,0.14,0.04,0.0,81.57,1
406,1,1,1,2,1,1,1,69.44,79.39,87.49,63.26,82.87,83.98,84.37,0.64,0.27,0.08,0.0,76.58,1
407,1,1,1,1,1,1,1,76.88,79.02,87.49,78.24,82.96,85.1,84.37,0.8,0.15,0.04,0.0,81.37,1
408,1,1,1,2,1,1,1,80.5,78.68,87.49,60.27,80.35,81.02,84.37,0.66,0.26,0.06,0.0,77.44,1
409,1,1,1,2,1,1,1,78.55,77.85,87.49,56.93,80.03,77.34,84.37,0.61,0.28,0.09,0.0,75.45,1
410,1,1,1,1,1,1,1,75.97,77.91,87.49,78.15,79.53,83.07,84.37,0.77,0.17,0.05,0.0,80.54,1
411,1,1,1,1,1,1,2,81.25,80.84,87.49,80.93,79.96,80.67,62.5,0.4,0.49,0.09,0.0,70.13,2
412,1,1,1,2,2,2,1,81.33,79.16,87.49,58.73,52.17,57.09,84.37,0.44,0.36,0.19,0.0,68.7,2
413,1,1,1,1,1,1,1,76.51,77.75,87.49,81.98,76.02,85.35,84.37,0.78,0.17,0.04,0.0,80.76,1
414,1,2,1,1,1,1,1,80.42,62.81,87.49,79.9,82.69,83.17,84.37,0.57,0.35,0.07,0.0,74.95,2
415,1,1,1,1,1,1,1,79.72,74.09,87.49,74.65,78.4,74.5,84.37,0.71,0.21,0.06,0.0,78.92,1
416,1,1,1,2,1,1,2,81.25,75.6,87.49,54.23,77.19,85.28,62.5,0.3,0.54,0.14,0.0,66.58,2
417,1,2,1,1,1,1,1,75.78,68.78,87.49,82.71,76.56,85.39,84.37,0.66,0.26,0.06,0.0,77.5,1
418,1,2,1,1,1,1,2,78.43,66.43,87.49,81.29,79.37,82.67,62.5,0.33,0.55,0.11,0.0,68.0,2
419,1,1,1,1,2,1,1,68.36,75.6,87.49,79.83,69.71,81.2,84.37,0.65,0.26,0.07,0.0,76.87,1
420,2,1,1,2,2,1,1,66.49,80.47,87.49,66.26,61.38,84.09,84.37,0.55,0.34,0.09,0.0,74.09,2
421,1,1,1,1,1,1,1,78.6,78.58,87.49,73.51,81.48,83.83,84.37,0.78,0.16,0.05,0.0,80.82,1
422,1,1,1,1,1,1,1,81.12,78.01,87.49,80.76,82.48,82.34,84.37,0.82,0.13,0.04,0.0,81.96,1
423,1,1,1,2,1,1,1,77.54,79.7,87.49,57.01,77.83,81.87,84.37,0.62,0.27,0.09,0.0,75.78,1
424,1,1,1,2,1,1,2,81.15,78.53,87.49,68.39,72.36,85.37,62.5,0.36,0.52,0.1,0.0,69.08,2
425,1,1,1,1,1,1,1,81.67,77.8,87.49,82.36,82.4,83.86,84.37,0.82,0.13,0.03,0.0,82.22,1
426,1,1,1,2,2,1,1,78.69,75.6,87.49,60.44,55.13,83.49,84.37,0.52,0.35,0.11,0.0,72.6,2
427,1,1,1,1,1,1,1,72.44,79.99,87.49,73.39,79.32,70.25,84.37,0.7,0.22,0.07,0.0,78.2,1
428,1,1,1,1,2,1,1,80.67,78.68,87.49,81.63,57.49,82.2,84.37,0.67,0.24,0.08,0.0,77.3,1
429,1,1,1,3,1,1,1,77.24,80.43,87.49,47.22,82.86,81.1,84.37,0.55,0.2,0.24,0.0,70.32,2
430,1,2,1,1,1,1,2,80.84,61.31,87.49,76.65,81.17,73.94,62.5,0.27,0.6,0.11,0.0,66.32,2
431,1,1,1,2,1,1,2,77.54,79.52,87.49,54.18,72.84,84.79,62.5,0.31,0.54,0.14,0.0,66.55,2
